loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,st_teff,st_mass,st_rad,rowupdate,pl_facility,last_updated
677,HD 40307,g,HD 40307 g,Radial Velocity,5,197.8,0.6,0.29,,0.0223,Msini,,,4956.0,0.77,,2014-05-14,La Silla Observatory,2014-05-14
678,HD 40956,b,HD 40956 b,Radial Velocity,1,578.6,1.4,0.24,,2.7,Msini,,,4869.0,2.0,8.56,2017-11-30,Multiple Observatories,2017-11-30
679,HD 40979,b,HD 40979 b,Radial Velocity,1,264.14999,0.85,0.25,,4.67,Msini,,,6165.0,1.45,1.21,2018-09-06,Multiple Observatories,2018-09-06
680,HD 41004 A,b,HD 41004 A b,Radial Velocity,1,963.0,,0.74,,2.54,Msini,,,5010.0,0.7,,2014-12-03,La Silla Observatory,2014-12-03
681,HD 41004 B,b,HD 41004 B b,Radial Velocity,1,1.3283,,0.081,,18.37,Msini,,,,0.4,,2014-12-03,La Silla Observatory,2014-12-03
682,HD 4113,b,HD 4113 b,Radial Velocity,1,526.62,1.28,0.903,,1.56,Msini,,,5688.0,0.99,,2014-12-03,La Silla Observatory,2014-12-03
683,HD 42012,b,HD 42012 b,Radial Velocity,1,857.5,1.67,0.2,,1.6,Msini,,,5405.0,0.83,0.82,2017-03-02,Haute-Provence Observatory,2017-03-02
684,HD 4203,b,HD 4203 b,Radial Velocity,2,431.88,1.17,0.52,,2.23,Msini,,,5596.0,1.25,1.42,2018-09-06,W. M. Keck Observatory,2018-09-06
685,HD 4203,c,HD 4203 c,Radial Velocity,2,6700.0,6.95,0.24,,2.17,Msini,,,5596.0,1.25,1.42,2014-05-14,Gemini Observatory,2014-05-14
686,HD 4208,b,HD 4208 b,Radial Velocity,1,828.0,1.65,0.05,,0.82,Msini,,,5629.0,0.9,0.92,2018-09-06,W. M. Keck Observatory,2018-09-06
687,HD 42618,b,HD 42618 b,Radial Velocity,1,149.61,0.554,0.19,,0.04531,Msini,,,5727.0,1.01,1.0,2016-10-27,Multiple Observatories,2016-10-27
688,HD 4308,b,HD 4308 b,Radial Velocity,1,15.56,0.12,0.0,,0.05,Msini,,,5686.0,0.93,1.02,2018-09-06,La Silla Observatory,2018-09-06
689,HD 4313,b,HD 4313 b,Radial Velocity,1,356.21,1.157,0.147,,1.927,Msini,,,4943.0,1.63,5.14,2018-12-06,W. M. Keck Observatory,2018-12-06
690,HD 43197,b,HD 43197 b,Radial Velocity,1,327.8,0.92,0.83,,0.6,Msini,,,5508.0,0.96,1.0,2014-12-03,La Silla Observatory,2014-12-03
691,HD 43691,b,HD 43691 b,Radial Velocity,1,36.9987,0.238,0.0796,,2.55,Msini,,,6093.0,1.32,1.6,2018-09-27,Haute-Provence Observatory,2018-09-27
692,HD 44219,b,HD 44219 b,Radial Velocity,1,472.3,1.19,0.61,,0.58,Msini,,,5752.0,1.0,1.32,2015-01-22,La Silla Observatory,2015-01-22
693,HD 45184,b,HD 45184 b,Radial Velocity,2,5.8854,0.0644,0.07,,0.0384,Msini,,,5869.0,1.03,,2019-02-07,La Silla Observatory,2019-02-07
694,HD 45184,c,HD 45184 c,Radial Velocity,2,13.1354,0.11,0.07,,0.0277,Msini,,,5869.0,1.03,,2019-02-07,La Silla Observatory,2019-02-07
695,HD 45350,b,HD 45350 b,Radial Velocity,1,963.6,1.92,0.778,,1.79,Msini,,,5616.0,1.02,,2014-09-18,W. M. Keck Observatory,2014-09-18
696,HD 45364,b,HD 45364 b,Radial Velocity,2,226.93,0.6813,0.1684,,0.1872,Msini,,,5434.0,0.82,,2014-05-14,La Silla Observatory,2014-05-14
697,HD 45364,c,HD 45364 c,Radial Velocity,2,342.85,0.8972,0.0974,,0.6579,Msini,,,5434.0,0.82,,2014-05-14,La Silla Observatory,2014-05-14
698,HD 45652,b,HD 45652 b,Radial Velocity,1,44.073,0.237,0.607,,0.433,Msini,,,5294.0,0.92,0.94,2018-09-27,Haute-Provence Observatory,2018-09-27
699,HD 46375,b,HD 46375 b,Radial Velocity,1,3.023573,0.0398,0.063,,0.226,Msini,,,5285.0,0.92,,2014-07-23,W. M. Keck Observatory,2014-07-23
700,HD 47186,b,HD 47186 b,Radial Velocity,2,4.0845,0.05,0.04,,0.07,Msini,,,5657.0,0.96,1.08,2018-09-06,La Silla Observatory,2018-09-06
701,HD 47186,c,HD 47186 c,Radial Velocity,2,1353.6,2.395,0.249,,0.35061,Msini,,,5657.0,0.96,1.08,2015-03-26,La Silla Observatory,2015-03-26
702,HD 4732,b,HD 4732 b,Radial Velocity,2,360.2,1.19,0.13,,2.37,Msini,,,4959.0,1.74,5.4,2014-05-14,Multiple Observatories,2014-05-14
703,HD 4732,c,HD 4732 c,Radial Velocity,2,2732.0,4.6,0.23,,2.37,Msini,,,4959.0,1.74,5.4,2014-05-14,Multiple Observatories,2014-05-14
704,HD 47366,b,HD 47366 b,Radial Velocity,2,363.3,1.214,0.089,,1.75,Msini,,,4866.0,1.81,7.3,2018-05-31,Okayama Astrophysical Observatory,2018-05-31
705,HD 47366,c,HD 47366 c,Radial Velocity,2,684.7,1.853,0.278,,1.86,Msini,,,4866.0,1.81,7.3,2018-05-31,Okayama Astrophysical Observatory,2018-05-31
706,HD 47536,b,HD 47536 b,Radial Velocity,1,712.13,1.93,0.2,,7.32,Msini,,,4424.0,0.91,22.39,2015-03-26,La Silla Observatory,2015-03-26
707,HD 48265,b,HD 48265 b,Radial Velocity,1,780.3,1.81,0.08,,1.47,Msini,,,5650.0,1.28,2.05,2016-11-10,Las Campanas Observatory,2016-11-10
708,HD 4917,b,HD 4917 b,Radial Velocity,1,400.5,1.167,0.066,,1.615,Msini,,,4802.0,1.32,5.01,2018-12-06,W. M. Keck Observatory,2018-12-06
709,HD 49674,b,HD 49674 b,Radial Velocity,1,4.94737,0.06,0.09,,0.1,Msini,,,5602.0,1.03,1.02,2018-09-06,W. M. Keck Observatory,2018-09-06
710,HD 50499,b,HD 50499 b,Radial Velocity,1,2482.7,3.86,0.23,,1.71,Msini,,,,1.24,,2014-12-17,W. M. Keck Observatory,2014-12-17
711,HD 50554,b,HD 50554 b,Radial Velocity,1,1293.0,2.353,0.501,,4.954,Msini,,,5987.0,1.04,1.02,2014-11-19,Lick Observatory,2014-11-19
712,HD 51608,b,HD 51608 b,Radial Velocity,2,14.0726,0.1059,0.09,,0.0402,Msini,,,5358.0,0.8,,2019-02-07,La Silla Observatory,2019-02-07
713,HD 51608,c,HD 51608 c,Radial Velocity,2,95.9446,0.3809,0.14,,0.045,Msini,,,5358.0,0.8,,2019-02-07,La Silla Observatory,2019-02-07
714,HD 52265,b,HD 52265 b,Radial Velocity,1,119.29,0.5,0.32,,1.16,Msini,,,6117.0,1.32,1.32,2018-09-06,W. M. Keck Observatory,2018-09-06
715,HD 5319,b,HD 5319 b,Radial Velocity,2,637.1,1.57,0.092,,1.556,Msini,,,4871.0,1.27,4.06,2018-12-06,W. M. Keck Observatory,2018-12-06
716,HD 5319,c,HD 5319 c,Radial Velocity,2,872.2,1.93,0.183,,1.053,Msini,,,4871.0,1.27,4.06,2018-12-06,W. M. Keck Observatory,2018-12-06
717,HD 55696,b,HD 55696 b,Radial Velocity,1,1827.0,3.18,0.705,,3.87,Msini,,,6012.0,1.29,1.52,2018-09-27,W. M. Keck Observatory,2018-09-27
718,HD 5583,b,HD 5583 b,Radial Velocity,1,139.35,0.53,0.076,,5.78,Msini,,,4830.0,1.01,9.09,2016-02-04,Roque de los Muchachos Observatory,2016-02-04
719,HD 5608,b,HD 5608 b,Radial Velocity,1,779.9,1.911,0.056,,1.681,Msini,,,4877.0,1.53,5.14,2018-12-06,Okayama Astrophysical Observatory,2018-12-06
720,HD 564,b,HD 564 b,Radial Velocity,1,492.3,1.2,0.096,,0.33,Msini,,,5902.0,0.96,1.01,2015-01-08,La Silla Observatory,2015-01-08
721,HD 5891,b,HD 5891 b,Radial Velocity,1,177.11,0.64,0.07,,7.63,Msini,,,4673.0,1.93,10.64,2018-09-06,W. M. Keck Observatory,2018-09-06
722,HD 59686 A,b,HD 59686 A b,Radial Velocity,1,299.36,1.086,0.05,,6.92,Msini,,,4658.0,1.9,13.2,2016-08-12,Lick Observatory,2016-08-12
723,HD 60532,b,HD 60532 b,Radial Velocity,2,201.9,0.77,0.26,,1.06,Msini,,,6245.0,1.5,2.57,2016-09-08,La Silla Observatory,2016-09-08
724,HD 60532,c,HD 60532 c,Radial Velocity,2,600.1,1.6,0.03,,2.51,Msini,,,6245.0,1.5,2.57,2016-09-08,La Silla Observatory,2016-09-08
725,HD 62509,b,HD 62509 b,Radial Velocity,1,589.64,1.64,0.02,,2.3,Msini,,,4946.0,2.1,8.31,2015-03-26,Multiple Observatories,2015-03-26
726,HD 63454,b,HD 63454 b,Radial Velocity,1,2.81805,0.04,0.0,,0.25,Msini,,,4812.0,0.42,0.77,2018-09-06,La Silla Observatory,2018-09-06
727,HD 63765,b,HD 63765 b,Radial Velocity,1,358.0,0.94,0.24,,0.53,Msini,,,5449.0,0.65,0.83,2018-09-06,La Silla Observatory,2018-09-06
728,HD 6434,b,HD 6434 b,Radial Velocity,1,21.998,0.14,0.17,,0.49,Msini,,,5769.0,1.1,1.12,2018-09-06,La Silla Observatory,2018-09-06
729,HD 65216,b,HD 65216 b,Radial Velocity,2,613.09998,1.37,0.41,,1.18,Msini,,,5645.0,0.88,0.88,2018-09-06,La Silla Observatory,2018-09-06
730,HD 65216,c,HD 65216 c,Radial Velocity,2,152.6,0.54,0.02,,0.17,Msini,,,5645.0,0.88,0.88,2014-05-14,La Silla Observatory,2014-05-14
731,HD 66141,b,HD 66141 b,Radial Velocity,1,480.5,1.2,0.07,,6.0,Msini,,,4323.0,1.1,21.4,2014-05-14,Bohyunsan Optical Astronomical Observatory,2014-05-14
732,HD 66428,b,HD 66428 b,Radial Velocity,1,1973.0,3.14,0.47,,2.64,Msini,,,5716.0,1.0,1.13,2018-09-06,W. M. Keck Observatory,2018-09-06
733,HD 67087,b,HD 67087 b,Radial Velocity,2,352.2,1.08,0.17,,3.06,Msini,,,6330.0,1.36,1.55,2015-04-01,Multiple Observatories,2015-04-01
734,HD 67087,c,HD 67087 c,Radial Velocity,2,2374.0,3.86,0.76,,4.85,Msini,,,6330.0,1.36,1.55,2015-04-01,Multiple Observatories,2015-04-01
735,HD 6718,b,HD 6718 b,Radial Velocity,1,2496.0,3.55,0.1,,1.68,Msini,,,5801.0,1.08,0.95,2018-09-06,La Silla Observatory,2018-09-06
736,HD 68402,b,HD 68402 b,Radial Velocity,1,1103.0,2.18,0.03,,3.07,Msini,,,5950.0,1.12,1.02,2016-11-10,Multiple Observatories,2016-11-10
737,HD 68988,b,HD 68988 b,Radial Velocity,1,6.27711,0.07,0.12,,1.97,Msini,,,5932.0,1.28,1.19,2018-09-06,Multiple Observatories,2018-09-06
738,HD 69830,b,HD 69830 b,Radial Velocity,3,8.667,0.0785,0.1,,0.0321,Msini,,,5385.0,0.86,,2015-03-26,La Silla Observatory,2015-03-26
