Year,Station,Entry-Weekday,Entry-Sat,Entry-Sun,Exit-Weekday,Exit-Sat,Exit-Sun,Entry & Exit-Annual
2013,Wood Lane                          ,5049,4347,2594,5450,4748,2742,219.73
2013,Woodford                           ,9122,6220,3515,8897,5663,3413,341.55
2013,Woodside Park                      ,4482,2191,1454,4299,2246,1618,155.70
2014,Acton Town,9379,7119,4824,9418,6863,4944,259.58
2014,Aldgate,12779,2985,2429,12967,3951,3455,238.20
2014,Aldgate East,19298,14234,11571,18545,12624,10075,539.29
2014,Alperton,4804,3461,2541,5092,3557,2588,134.70
2014,Amersham,3812,1822,1203,4543,1866,1075,89.71
2014,Angel,29351,23332,14455,30145,24434,14034,828.56
2014,Archway,14356,10187,6633,13971,8958,6612,373.26
2014,Arnos Grove,7317,6126,4107,7047,5481,3965,208.69
2014,Arsenal,4592,4071,2795,4048,3376,2755,132.36
2014,Baker Street,51324,33782,24996,50724,33120,23790,1346.03
2014,Balham,20943,16025,9930,21127,15518,10197,571.18
2014,Bank & Monument,96148,23139,13126,95637,21394,11768,1672.56
2014,Barbican,19773,7124,5090,20069,7502,5150,405.58
2014,Barking,25756,17373,11500,23987,15390,10599,649.09
2014,Barkingside,2390,1151,704,2150,1137,726,51.19
2014,Barons Court,12540,7497,5236,11854,6367,5070,301.69
2014,Bayswater,7933,8633,7352,7762,8543,6669,287.64
2014,Becontree,5657,3540,2200,5359,3302,2085,137.11
2014,Belsize Park,9829,6019,4731,9026,5691,4567,247.08
2014,Bermondsey,14908,10827,7288,14340,10513,7458,399.17
2014,Bethnal Green,24593,19981,14639,23877,19891,14859,717.55
2014,Blackfriars,22895,10005,7615,22294,7849,5628,490.20
2014,Blackhorse Road,13766,10592,7141,13037,9237,6773,373.23
2014,Bond Street,25818,29906,17376,34181,23248,14082,894.91
2014,Borough,8315,5552,3518,8559,6188,3760,218.17
2014,Boston Manor,3766,2401,1700,3507,2183,1686,94.09
2014,Bounds Green,10250,8224,5560,9887,7455,5540,286.97
2014,Bow Road,9191,6409,4437,8970,5882,4575,241.73
2014,Brent Cross,3773,2659,2161,3665,2494,2082,103.94
2014,Brixton,45020,36889,25475,43899,36899,26050,1302.11
2014,Bromley-by-Bow,5550,3557,2555,5423,3180,2333,140.71
2014,Buckhurst Hill,3447,1905,1007,3474,1777,1007,78.07
2014,Burnt Oak,6727,4231,2852,6399,3955,2857,166.53
2014,Caledonian Road,9614,7080,4884,9129,6219,4775,256.66
2014,Camden Town,30646,38310,17679,32424,45865,33767,1090.07
2014,Canada Water,17237,16620,11394,17384,16307,11367,547.53
2014,Canary Wharf,87683,31337,21275,93712,32810,22461,1808.10
2014,Canning Town,15808,12615,8622,15168,11643,8358,442.93
2014,Cannon Street,11054,2684,0,9059,1378,0,155.83
2014,Canons Park,4262,2784,1644,4160,2550,1561,104.84
2014,Chalfont & Latimer,2526,1118,624,2624,964,490,52.96
2014,Chalk Farm,9001,8779,7714,7966,7110,5412,293.93
2014,Chancery Lane,28971,7487,3824,31722,7743,3715,529.83
2014,Charing Cross,34665,34077,21622,28667,24648,16092,1005.89
2014,Chesham,1536,751,459,1174,691,433,31.54
2014,Chigwell,1064,365,187,818,318,196,18.56
2014,Chiswick Park,3580,2163,1422,4294,2193,1567,92.95
2014,Chorleywood,1911,808,451,1602,943,853,38.51
2014,Clapham Common,12394,11356,7619,14270,12956,8112,400.52
2014,Clapham North,8800,8988,5585,11056,9503,5995,299.00
2014,Clapham South,13297,9475,6292,13437,8744,6577,353.29
2014,Cockfosters,2815,2672,2163,2816,2459,2136,91.86
2014,Colindale,8889,5897,3982,8384,5037,3793,222.98
2014,Colliers Wood,9978,7827,5505,9413,7074,5209,277.19
2014,Covent Garden,17133,19410,13818,23791,38006,20814,744.58
2014,Croxley,1776,806,416,1780,753,424,37.08
2014,Dagenham East,4520,2909,1743,4100,2536,1614,108.15
2014,Dagenham Heathway,9521,5870,3568,9383,5675,3499,231.47
2014,Debden,4384,2051,1008,4158,1800,937,89.82
2014,Dollis Hill,6120,4334,3303,3460,2380,1886,141.76
2014,Ealing Broadway,28589,18639,12901,26665,17916,12523,723.36
2014,Ealing Common,5518,4048,2686,5689,3897,2761,150.23
2014,Earl's Court,32309,29335,22597,32278,29609,21461,1024.89
2014,East Acton,6319,4520,3281,6295,4045,3162,170.46
2014,East Finchley,12104,7816,4829,11605,6789,4766,295.81
2014,East Ham,23255,17876,12391,22701,16066,11754,641.09
2014,East Putney,10169,6759,4451,9482,5928,4182,253.95
2014,Eastcote,4759,2562,1570,4374,2469,1581,107.15
2014,Edgware,7249,4918,3761,7162,4724,3663,194.10
2014,Edgware Road (Bak),6677,4694,2975,6829,4863,2908,177.48
2014,Edgware Road (Cir),11838,7750,5615,11563,7334,4994,305.79
2014,Elephant & Castle,29479,20985,15605,28109,20357,14268,797.71
2014,Elm Park,5089,2637,1559,4975,2443,1526,113.33
2014,Embankment,28660,27643,17017,29540,28916,16815,898.78
2014,Epping,5480,3973,2398,4062,3494,2159,133.60
2014,Euston,60344,49253,39181,64431,50366,38497,1846.99
2014,Euston Square,23914,10365,7818,24955,10150,7399,530.71
2014,Fairlop,1840,1069,626,1738,1044,622,42.84
2014,Farringdon,42537,10317,6781,43366,11250,6334,768.36
2014,Finchley Central,9486,6096,3286,9032,5334,3444,225.09
2014,Finchley Road,16030,11391,8506,15361,10427,8186,431.37
2014,Finsbury Park,42657,39843,23766,42260,32598,22752,1247.55
2014,Fulham Broadway,16739,12375,7761,17203,12278,7446,453.01
2014,Gants Hill,10753,6482,4514,10414,6366,4597,265.49
2014,Gloucester Road,18943,14346,11353,17873,12984,9466,532.08
2014,Golders Green,12907,9382,7297,12646,8600,7112,356.97
2014,Goldhawk Road,3386,2401,1409,3265,2214,1514,86.42
2014,Goodge Street,14153,6642,3573,14558,6885,3400,306.58
2014,Grange Hill,1105,440,242,988,397,215,21.40
2014,Great Portland Street,15081,5317,3830,14525,4831,3110,298.36
2014,Green Park,60138,38715,21273,68994,46942,24589,1572.66
2014,Greenford,7548,4901,3004,7418,4562,2945,187.28
2014,Gunnersbury,9833,3328,2364,9212,2957,2152,189.62
2014,Hainault,5851,3341,2117,5597,3173,2061,137.18
2014,Hammersmith (Dis),46667,32245,22664,46003,29964,21087,1229.78
2014,Hammersmith (H&C),16456,10568,7357,14339,10098,7106,407.24
2014,Hampstead,6273,5081,4308,6745,5456,4556,196.32
2014,Hanger Lane,6418,3996,2779,5975,3657,2469,157.86
2014,Harlesden,4663,2824,1393,4550,2615,1307,107.44
2014,Harrow & Wealdstone,7782,4867,2551,7054,4223,2296,178.92
2014,Harrow-on-the-Hill,15116,10303,7228,16180,10522,7485,408.51
2014,Hatton Cross,5104,3976,3059,4779,3481,2617,143.69
2014,Heathrow Terminal 4,10744,12043,12509,9538,10168,10700,410.50
2014,Heathrow Terminal 5,2855,3354,3718,2639,3251,2930,118.20
2014,Heathrow Terminals 123,6243,6026,7006,5346,4832,5296,222.93
2014,Hendon Central,12335,7243,5220,11755,6331,5015,297.84
2014,High Barnet,5275,3291,2422,5107,3129,2227,133.40
2014,High Street Kensington,21040,15899,11051,21802,16171,10612,592.58
2014,Highbury & Islington,28128,21365,13984,28425,22196,15000,781.89
2014,Highgate,8070,5673,3566,7934,5347,3567,209.52
2014,Hillingdon,2932,2000,1315,2788,1851,1250,74.96
2014,Holborn,57013,35375,21498,61040,39133,22129,1445.39
2014,Holland Park,5218,3204,2275,4924,3157,2209,129.71
2014,Holloway Road,10645,7176,4903,10540,6663,4986,275.77
2014,Hornchurch,3681,1791,983,3594,1831,989,79.80
2014,Hounslow Central,6277,4372,3316,6280,4266,3186,170.80
2014,Hounslow East,6873,5560,4037,7430,5454,4017,203.86
2014,Hounslow West,5551,4522,3501,5345,4179,3297,162.59
2014,Hyde Park Corner,7457,9291,8092,8153,8701,8043,300.85
2014,Ickenham,1864,1040,654,1962,1030,701,44.55
2014,Kennington,7722,6010,4063,7477,5835,4361,214.99
2014,Kensal Green,3787,3056,1815,3269,2522,1645,99.45
2014,Kensington (Olympia),1544,6745,4029,1569,6314,4121,140.66
2014,Kentish Town,12725,8236,5466,12212,7391,4661,317.05
2014,Kenton,3273,1900,1316,3070,1987,1238,79.25
2014,Kew Gardens,5491,4007,2882,5502,4373,2958,153.52
2014,Kilburn,12161,9843,6999,11793,9028,6964,347.37
2014,Kilburn Park,5053,4254,3499,5088,4069,2998,155.29
2014,King's Cross St. Pancras,144672,106330,87488,135842,105060,82380,4085.41
2014,Kingsbury,7473,4604,3239,7313,4440,3130,186.82
2014,Knightsbridge,31305,29187,20299,31258,33211,20351,999.96
2014,Ladbroke Grove,9421,10827,5176,8664,7390,4227,282.22
2014,Lambeth North,5334,5232,3537,5111,4933,3252,167.70
2014,Lancaster Gate,9961,8110,6546,9801,7764,5767,297.52
2014,Latimer Road,4038,2026,1214,4049,1835,1209,89.39
2014,Leicester Square,57907,89915,54607,53482,85056,47675,2352.53
2014,Leyton,21676,18289,12615,20989,16288,12385,625.75
2014,Leytonstone,17374,12905,8717,17052,12223,8878,471.57
2014,Liverpool Street,113595,67751,57580,119957,69975,68031,3006.44
2014,London Bridge,116460,93996,57674,115763,90158,55008,3241.10
2014,Loughton,5343,2998,1594,5547,2921,1668,123.55
2014,Maida Vale,5526,4060,2877,5172,3759,2808,148.81
2014,Manor House,14313,11985,9110,13917,10639,9083,422.45
2014,Mansion House,10976,3186,2877,11223,2399,2019,212.84
2014,Marble Arch,24265,24108,17436,22285,20123,16953,764.50
2014,Marylebone,20628,13541,9407,21792,14270,9526,546.46
2014,Mile End,24501,18833,13107,23616,17311,13049,676.43
2014,Mill Hill East,2216,1115,695,2013,1334,817,49.83
2014,Moor Park,1580,600,358,1514,592,348,31.36
2014,Moorgate,45647,6366,4191,51569,7967,5202,770.81
2014,Morden,14081,9407,6425,13267,8836,6282,359.34
2014,Mornington Crescent,7038,4929,13317,6419,3383,2263,297.97
2014,Neasden,5641,3834,2594,5127,3591,2550,143.66
2014,Newbury Park,8321,5214,3637,6375,4303,3245,194.57
2014,North Acton,9301,5814,4186,8965,5328,3921,233.05
2014,North Ealing,1506,945,620,1374,850,603,36.49
2014,North Greenwich,34350,29217,23577,37376,32607,25763,1099.30
2014,North Harrow,3120,1564,982,2989,1414,977,68.73
2014,North Wembley,2666,1986,1206,2572,1801,1138,70.02
2014,Northfields,6711,4497,3070,6666,4267,3215,173.94
2014,Northolt,7963,5756,3791,7769,5293,3631,210.72
2014,Northwick Park,7435,3666,2759,7384,3423,2708,170.66
2014,Northwood,4362,2320,1406,3815,2073,1402,95.47
2014,Northwood Hills,2886,1536,966,2528,1364,873,63.57
2014,Notting Hill Gate,24063,27547,15675,24627,32485,17544,837.05
2014,Oakwood,4255,3717,2628,4578,3629,2769,130.56
2014,Old Street,37390,21840,14261,38321,25400,13962,930.21
2014,Osterley,3810,2960,2071,3857,2594,1822,106.33
2014,Oval,10072,7637,5130,9861,6986,4946,274.43
2014,Oxford Circus,143996,118485,71379,157520,138779,78627,4251.60
2014,Paddington,77859,52793,43878,76334,50338,39338,2121.70
2014,Park Royal,3289,1819,1140,3243,1858,1116,77.13
2014,Parsons Green,11178,6947,4019,11063,6438,4050,269.11
2014,Perivale,3725,2582,1636,3719,2444,1633,96.61
2014,Piccadilly Circus,59609,74166,45614,58874,75303,42246,2149.74
2014,Pimlico,18448,11377,8565,18054,11219,8542,469.91
2014,Pinner,4783,2591,1558,4667,2446,1567,109.03
2014,Plaistow,10882,7166,5316,10595,6752,5340,283.40
2014,Preston Road,5638,3444,2612,5522,3292,2487,142.65
2014,Putney Bridge,9113,6223,4196,9813,6251,4201,244.12
2014,Queen's Park,9383,6546,5323,8673,5656,5549,252.18
2014,Queensbury,6788,4136,2912,6800,3928,2817,169.52
2014,Queensway,10718,11121,8707,10677,11061,8621,369.19
2014,Ravenscourt Park,4842,2743,1806,4674,2529,2029,114.00
2014,Rayners Lane,7067,4259,2905,7116,4117,2983,175.06
2014,Redbridge,4729,3503,2472,4343,3007,2186,125.96
2014,Regent's Park,5567,3041,2213,6389,4061,3160,144.58
2014,Richmond,12837,12952,6598,12327,12079,6631,382.75
2014,Rickmansworth,4306,1855,1081,4026,1725,1041,87.93
2014,Roding Valley,501,201,106,381,171,107,9.21
2014,Royal Oak,4441,2664,1926,4287,2498,1927,109.60
2014,Ruislip,3022,1927,1322,3061,1927,1330,77.39
2014,Ruislip Gardens,1938,1248,704,1548,1063,686,44.41
2014,Ruislip Manor,3295,1896,1151,3210,1802,1175,77.27
2014,Russell Square,19484,15997,12606,19770,16628,11951,591.51
2014,Seven Sisters,24995,20795,15161,23293,17995,14246,717.87
2014,Shepherd's Bush (Cen),34956,31662,21090,33201,29917,19995,1044.45
2014,Shepherd's Bush (H&C),5810,5369,3333,5132,4593,3047,167.64
2014,Sloane Square,25837,20551,12501,26029,21298,12308,722.46
2014,Snaresbrook,5140,2608,1555,4115,2370,1521,107.77
2014,South Ealing,5726,4390,2807,5818,4142,2889,157.15
2014,South Harrow,3881,2761,1846,4020,2750,1851,104.78
2014,South Kensington,52892,45625,36673,54546,49722,36581,1678.20
2014,South Kenton,1885,1103,628,1724,1017,721,43.19
2014,South Ruislip,2881,2067,1285,2676,1924,1213,74.25
2014,South Wimbledon,7077,4428,2882,6618,4476,3089,174.52
2014,South Woodford,7287,4826,2669,8999,5722,3475,196.80
2014,Southfields,10108,7189,4470,9367,6090,4283,256.26
2014,Southgate,8522,6230,4053,9184,6404,4372,235.17
2014,Southwark,23624,9858,6415,24951,10991,6674,512.51
2014,St. James's Park,28696,8059,5671,27550,7954,5638,529.69
2014,St. John's Wood,12063,7591,5491,12323,7632,5633,311.48
2014,St. Paul's,28358,15846,10640,29905,14555,9997,680.80
2014,Stamford Brook,4402,2796,1780,4275,2464,1674,107.90
2014,Stanmore,6020,4337,2889,6218,4277,2995,163.14
2014,Stepney Green,8989,5851,4070,8362,4952,3998,224.04
2014,Stockwell,18316,12343,8657,14534,10838,8359,451.55
2014,Stonebridge Park,4217,2639,1681,4249,2543,1697,104.76
